OBJECTID;IDESTACION;FECHAACTUAL;CODIGOESTACION;DENOMINACION;CODIGOEMPRESA;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
233;6_1704;20190912;1704;PARAGUAY-COSTA RICA;2506;79;28016;5;A;443157;4479098;52
234;6_1705;20190912;1705;STA.Mª MAGDALENA-CTE.AZCARRAGA;2507;79;28016;5;A;443309;4479358;52
235;6_1708;20190912;1708;PUERTO RICO;2510;79;28016;5;A;442930;4479098;52
236;6_1709;20190912;1709;PTO.RICO-COLOMBIA;2511;79;28016;5;A;442921;4478935;52
237;6_1710;20190912;1710;PTO.RICO-URUGUAY;2512;79;28016;5;A;442940;4478715;52
238;6_1713;20190912;1713;BIARRITZ;689;79;28028;4;A;443791;4476539;43, 53, 74, N3
239;6_1715;20190912;1715;AV.BADAJOZ-TANATORIO;694;79;28027;15;A;444431;4477095;53, 122, N3
240;6_1718;20190912;1718;LUIS CALVO-MTNEZ.IZQUIERDO;710;79;28028;4;A;443716;4476510;53, 74
241;6_1720;20190912;1720;AV.ALBUFERA-SIERRA CARBONERA;1003;79;28053;13;A;443815;4472037;54, 57, 58, 136, N10, N25
242;6_1721;20190912;1721;AV.ALBUFERA-SIERRA DEL CADI;1005;79;28053;13;A;444015;4471897;54, 58, 136, N25
243;6_1722;20190912;1722;AV.ALBUFERA-PAYASO FOFO;1007;79;28018;13;A;444277;4471709;54, 58, 103, 136, N25
244;6_1724;20190912;1724;AVDA. ALBUFERA;1011;79;28038;13;A;444900;4471580;58, 103, 143
245;6_3169;20190912;3169;GRAN VIA HORTALEZA-LOPEZ DE HOYOS;4600;79;28043;16;A;444727;4480021;87
246;6_3171;20190912;3171;PADRE DAMIAN-SANTIAGO BERNABEU;98;79;28036;5;A;441858;4478631;150
247;6_3173;20190912;3173;PADRE DAMIAN-ALBERTO ALCOCER;102;79;28036;5;A;442000;4479146;150
248;6_3175;20190912;3175;FRAY.B.SAHAGUN-PZA.M.MOLAS;106;79;28036;5;A;442064;4479519;150
249;6_3177;20190912;3177;ALFONSO XIII-PZA.PRESIDENTE CARDENAS;110;79;28016;5;A;442412;4479269;150
250;6_3178;20190912;3178;PZA.PERU-AV.PIO XII;535;79;28016;5;A;442726;4479301;150
251;6_3180;20190912;3180;FRAY.B.SAHAGUN-MENENDEZ PIDAL;107;79;28036;5;A;442270;4479371;150
252;6_3181;20190912;3181;FRAY.B.SAHAGUN-PZA.M.MOLAS;105;79;28036;5;A;442061;4479550;150
253;6_3185;20190912;3185;PADRE DAMIAN-SANTIAGO BERNABEU;97;79;28036;5;A;441839;4478630;150
254;6_3188;20190912;3188;TORRELAGUNA-RAFAEL BERGAMIN;706;79;28043;15;A;444177;4478228;53
255;6_3189;20190912;3189;EMETERIO CASTAÑOS-MANUEL URIBE;2903;79;28033;16;A;444055;4479702;87
256;6_3191;20190912;3191;AYACUCHO-MAR ADRIATICO;479;79;28033;16;A;445941;4480321;120, 125
257;6_3199;20190912;3199;CUEVAS DE ALMANZORA-MOJACAR;3250;79;28033;16;A;444415;4481456;129, N1
258;6_3200;20190912;3200;ROQUETAS DE MAR-TIJOLA;3248;79;28033;16;A;444169;4481641;129, N1
259;6_3207;20190912;3207;PTE.VALLECAS-M30;3576;79;28038;13;A;443340;4472435;58, 111
260;6_3072;20190912;3072;PIO FELIPE-BENJAMIN PALENCIA;2517;79;28038;13;A;444752;4472037;54, 141, 143, N10
261;6_3073;20190912;3073;MENDIVIL-DOCTOR SALGADO;3314;79;28038;13;A;443806;4472514;141
262;6_3074;20190912;3074;SIERRA TOLEDANA;3315;79;28038;13;A;444058;4472554;141
263;6_3076;20190912;3076;BALTASAR SANTOS-PTO.NAVACERRADA;3333;79;28038;13;A;444317;4472782;141
264;6_3077;20190912;3077;MARISMAS-MARUJA GARCIA ROMERO;3319;79;28038;13;A;444512;4472903;141
265;6_3078;20190912;3078;MARISMAS-RAMON PEREZ AYALA;3321;79;28038;13;A;444652;4472738;141
266;6_3079;20190912;3079;RAMON PEREZ DE AYALA Nº 94;3325;79;28038;13;A;444913;4472516;141
267;6_5486;20190912;5486;Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO;3772;79;28050;8;A;443186;4484355;175
268;6_1997;20190912;1997;VENTISQUERO CONDESA-C.HERRERA ORIA;1595;79;28034;8;A;439524;4481881;64, N21
269;6_1999;20190912;1999;FERMIN CABALLERO-AV.BETANZOS;1359;79;28034;8;A;439562;4481658;67, 83, 127, 133
270;6_2004;20190912;2004;VALENCIA DE DON JUAN-ALFREDO MARQUERIE;1637;79;28034;8;A;440692;4482281;67, 133, N23
271;6_2013;20190912;2013;Pº. CASTELLANA-MONFORTE DE LEMOS;3933;79;28046;8;A;441878;4481045;67, 124, 134, 135, 173, 175, 176, 178, N24
272;6_2018;20190912;2018;FCO.SILVELA-PRINCIPE VERGARA;2700;79;28002;5;A;442483;4476928;C1
273;6_2019;20190912;2019;GOYA-LOMBIA;1252;79;28009;4;A;442995;4475326;30, C1
274;6_2025;20190912;2025;Pº JUAN XXIII-BEATRIZ BOBADILLA;2713;79;28040;9;A;439323;4477998;C2
275;6_2027;20190912;2027;PZA.MARQUES DE COMILLAS;2709;79;28040;9;A;439071;4477656;C2
276;6_2028;20190912;2028;ISAAC PERAL-JULIAN ROMEA;2707;79;28040;9;A;439106;4477373;C2
277;6_2033;20190912;2033;FCO.SILVELA-PRINCIPE VERGARA;2701;79;28002;5;A;442475;4476992;C2
278;6_2035;20190912;2035;RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA;2697;79;28046;6;A;441380;4477750;C2
279;6_2037;20190912;2037;ARTURO SORIA-CELESTE;220;79;28043;15;A;444367;4478865;11, 70, N3
280;6_1907;20190912;1907;JUAN J.LOPEZ IBOR-ISLA CRISTINA;1589;79;28035;9;A;438556;4480367;64
281;6_1910;20190912;1910;ISLAS ALEUTIANAS-AV.C.HERRERA ORIA;1594;79;28035;8;A;438324;4481206;64
282;6_1645;20190912;1645;AZCONA-VILLAFRANCA;2373;79;28028;4;A;443610;4476561;43, 48, N3
283;6_5562;20190912;5562;EMBAJADORES-PQUE.LINEAL MANZANARES;3740;79;28053;13;A;442286;4469511;T32
284;6_3518;20190912;3518;Pº MOLINO-PZA.LEGAZPI;2916;79;28045;2;A;441186;4471576;62, 148, 156, 180, N13, T32
285;6_3138;20190912;3138;Pº MOLINO-PZA.LEGAZPI;3644;79;28045;2;A;441177;4471552;156, 180, T32
286;6_3799;20190912;3799;PZA.MONCLOA;4816;79;28008;9;A;439175;4476362;1, 44, 138, C1
287;6_3800;20190912;3800;AV.PIO XII-PZA.PERU;111;79;28016;5;A;442742;4479328;16, 29
288;6_3803;20190912;3803;CTRA. DE VILLAVERDE A VALLECAS-COALICION;4834;79;28021;17;A;441757;4467665;123, 130
289;6_3804;20190912;3804;CTRA. DE VILLAVERDE A VALLECAS-COALICION;4833;79;28041;17;A;441750;4467666;123, 130
290;6_3805;20190912;3805;AV.CDAD.BARCELONA-M30;4864;79;28007;3;A;443214;4472472;10, 136, 310, N10, N25
291;6_3806;20190912;3806;Pº CASTELLANA-GRAL.YAGUE;4828;79;28046;5;A;441602;4478789;5
292;6_3808;20190912;3808;ESTEBAN CARROS-COOP.ELECTRICA;4841;79;28053;13;A;444273;4469646;102
293;6_3809;20190912;3809;PADRE LLANOS-ESTEBAN CARROS;4843;79;28053;13;A;444397;4469788;102
294;6_1532;20190912;1532;CRISTOBAL BORDIU-STA.ENGRACIA;1421;79;28003;7;A;440447;4477394;45
295;6_1533;20190912;1533;CRISTOBAL BORDIU-ALENZA;1422;79;28003;7;A;440660;4477380;45
296;6_1534;20190912;1534;CRISTOBAL BORDIU-ALONSO CANO;1423;79;28003;7;A;440933;4477361;45
297;6_1537;20190912;1537;Pº DELICIAS-PZA.LEGAZPI;1170;79;28045;2;A;441118;4471709;8, 19, 45, 47, 59, 62, 76, 85, 86, 247
298;6_1541;20190912;1541;AVDA. VALLADOLID;2405;79;28008;9;A;438378;4475607;46
299;6_1543;20190912;1543;AVDA. VALLADOLID;2409;79;28008;9;A;437987;4476180;46
300;6_1545;20190912;1545;MARTIN FIERRO-OBISPO TREJO;2413;79;28040;9;A;438067;4476627;U
301;6_1547;20190912;1547;AV.JUAN HERRERA-PZA.C.CISNEROS;2417;79;28040;9;A;438429;4477005;46, U
302;6_1550;20190912;1550;AV.JUAN HERRERA-PZA.C.CISNEROS;2418;79;28040;9;A;438423;4477024;46, 160, 161
303;6_3351;20190912;3351;CONCEJAL FCO.J.MARTIN-GOTARRENDURA;4534;79;28047;10;A;437642;4472834;119
304;6_1554;20190912;1554;AVDA. VALLADOLID;2410;79;28008;9;A;438002;4476130;46
305;6_1555;20190912;1555;AV.VALLADOLID-BRIGADA TRAFICO;2408;79;28008;9;A;438199;4475822;46, N20
306;6_1434;20190912;1434;BRAVO MURILLO-LOPE DE HARO;2647;79;28020;6;A;440601;4478895;66, 124, 126
307;6_1435;20190912;1435;BRAVO MURILLO-FRANCISCO MEDRANO;4083;79;28020;6;A;440759;4479135;66, 124, N23
308;6_1441;20190912;1441;SINESIO DELGADO-HOSPITAL CARLOS III;1490;79;28029;8;A;441462;4480887;147
309;6_1442;20190912;1442;SINESIO DELGADO-FINISTERRE;1776;79;28029;8;A;440819;4480942;147
310;6_1445;20190912;1445;MELCHOR FDEZ.ALMAGRO-AV.FERROL;1781;79;28029;8;A;440178;4481064;147
311;6_1446;20190912;1446;MELCHOR FDEZ.ALMAGRO-AV.BETANZOS;1783;79;28029;8;A;439898;4480990;147
312;6_1448;20190912;1448;CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD;1797;79;28021;17;A;441966;4467907;23, 130
313;6_1449;20190912;1449;MONFORTE DE LEMOS Nº 163;1786;79;28029;8;A;439533;4481159;126, 132, 137, 147
314;6_1450;20190912;1450;AV.BETANZOS-LA BAÑEZA;1506;79;28029;8;A;439781;4481077;42, 49, 126, 128, 147
315;6_3664;20190912;3664;EMBAJADORES-DEPURADORA LA CHINA;5083;79;28053;13;A;442368;4469244;T32
316;6_3141;20190912;3141;AV. PLANETARIO-MENESES;3365;79;28045;2;A;442163;4471876;148, 156, N13
317;6_3009;20190912;3009;LA MASO-SALOU;1742;79;28034;8;A;439569;4482234;134
318;6_3663;20190912;3663;EMBAJADORES-DEPURADORA LA CHINA;5084;79;28053;13;A;442388;4469258;T32
319;6_3014;20190912;3014;MONFORTE DE LEMOS-PARQUE BOMBEROS;1737;79;28029;8;A;440734;4481463;134, 137
320;6_3018;20190912;3018;SAN MODESTO-HOSPITAL RAMON Y CAJAL;3269;79;28034;8;A;441365;4482138;135
321;6_3019;20190912;3019;HOSPITAL RAMON Y CAJAL;3270;79;28034;8;A;441319;4482336;125, 135, 165, 166
322;6_3020;20190912;3020;ANTONIO ROBLES-HOSPITAL RAMON Y CAJAL;3271;79;28034;8;A;441351;4482169;125, 135, 165, 166
323;6_247;20190912;247;Pº CHOPERA-PZA.GRAL.MAROTO;1122;79;28045;2;A;440846;4471853;6, 18, 78, 148, N12, N14
324;6_3025;20190912;3025;CARAMUEL-ANTILLON;1454;79;28011;10;A;438410;4473791;138, N18
325;6_3026;20190912;3026;CARAMUEL-DOÑA MENCIA;1457;79;28011;10;A;438297;4473665;138
326;6_3028;20190912;3028;SEPULVEDA-GOTARRENDURA;1461;79;28011;10;A;437577;4473063;138
327;6_5840;20190912;5840;GUILLERMO DE OSMA-PZA.GRAL.MAROTO;5776;79;28045;2;A;440916;4471916;62
328;6_5832;20190912;5832;GUILLERMO DE OSMA-PZA.GRAL.MAROTO;4152;79;28045;2;A;440903;4471888;62
329;6_3035;20190912;3035;SEPULVEDA-CONC.FCO.J.JIMENEZ M.;1474;79;28011;10;A;436059;4472696;138, N18
330;6_3042;20190912;3042;AV.RAFAEL FINAT-GRAL.SALIQUET;652;79;28044;10;A;434494;4469887;139
331;6_3043;20190912;3043;GRAL.ROMERO BASART-GRAL.FANJUL;587;79;28044;10;A;434291;4470626;17, 139
332;6_3047;20190912;3047;Cº DE LAS CRUCES-MASCARAQUE;665;79;28044;11;A;435936;4469776;139
333;6_3048;20190912;3048;Cº DE LAS CRUCES-JOSE JORDAN;666;79;28044;11;A;435778;4469562;139
334;6_3049;20190912;3049;BALTASAR SANTOS;3332;79;28038;13;A;444117;4472903;141
335;6_3329;20190912;3329;VALDEBERNARDO-HACIENDA PAVONES;4516;79;28030;14;A;446462;4472515;8, 20
336;6_3331;20190912;3331;FUENTELVIEJO-FUENSAVIÑAN;3524;79;28022;20;A;451717;4477892;77
337;6_3338;20190912;3338;NANCLARES DE OCA-ARCAUTE;3516;79;28022;20;A;450909;4477409;77
338;6_3341;20190912;3341;AV.SEGUNDA-CALLE DIEZ;3530;79;28022;20;A;449712;4477604;77, N5
339;6_2982;20190912;2982;NURIA-PEÑA SIRIO;3294;79;28034;8;A;440339;4482804;133, N23
340;6_2984;20190912;2984;CERRO DEL CASTAÑAR-LA MASO;1745;79;28034;8;A;439661;4482804;133, 134
341;6_2990;20190912;2990;MONFORTE DE LEMOS-PARQUE BOMBEROS;1736;79;28029;8;A;440727;4481488;134, 137
342;6_2994;20190912;2994;LA MASO-AV.CARDENAL HERRERA ORIA;1739;79;28034;8;A;439584;4481908;134
343;6_2995;20190912;2995;LA MASO-SALOU;1741;79;28034;8;A;439589;4482231;134
344;6_2996;20190912;2996;LA MASO-HOSPITAL RUBER INTERNACIONAL;1743;79;28034;8;A;439605;4482506;134
345;6_2999;20190912;2999;LA MASO-MARBELLA;1753;79;28034;8;A;440162;4483153;134, N23
346;6_3003;20190912;3003;COSTA BRAVA-LA MASO;1762;79;28034;8;A;440401;4483369;134, 178, N23
347;6_2946;20190912;2946;Cº HORMIGUERAS-TORRE DE DON MIGUEL;1806;79;28031;18;A;445335;4469705;130, T31
348;6_2875;20190912;2875;STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.;1644;79;28039;9;A;439701;4479253;126, 127, 132, N21
349;6_2877;20190912;2877;AV.PABLO IGLESIAS-ALEJANDRO RGUEZ.;1674;79;28039;6;A;439748;4478901;127, 132, N21
350;6_2879;20190912;2879;Cº DEL CHORRILLO;1682;79;28039;6;A;439782;4480155;128
351;6_2880;20190912;2880;CNO. DEL CHORRILLO;1683;79;28039;6;A;439790;4480115;128
352;6_2885;20190912;2885;AV.BURGOS Nº 30;126;79;28036;5;A;442852;4481389;129, 150
353;6_2886;20190912;2886;AV.SAN LUIS-AV.BURGOS;128;79;28036;5;A;442905;4481521;129, 150
354;6_2888;20190912;2888;AV.SAN LUIS-SERRANO GALVACHE;132;79;28033;15;A;443241;4481168;129, 150
355;6_2894;20190912;2894;ARTURO SORIA Nº 329;137;79;28033;15;A;443556;4481499;125, 129, 150, N1
356;6_2897;20190912;2897;AV.SAN LUIS-SERRANO GALVACHE;131;79;28033;15;A;443256;4481195;129, 150
357;6_1774;20190912;1774;CONDE DE PEÑALVER-DIEGO DE LEON;2224;79;28006;4;A;442850;4476370;56
358;6_1776;20190912;1776;DR.ESQUERDO-AV.NAZARET;1431;79;28007;3;A;443261;4473796;56, 143, 156
359;6_1777;20190912;1777;DR.ESQUERDO-PZA.CONDE CASAL;1433;79;28007;3;A;443230;4473377;56, 143, 156
360;6_1779;20190912;1779;DR.ESQUERDO-CAVANILLES;1436;79;28007;3;A;443072;4473019;56, 156
361;6_1782;20190912;1782;SIERRA DEL CADI-AV.ALBUFERA;2561;79;28018;13;A;444073;4471831;57, N10
362;6_1784;20190912;1784;CARLOS MARTIN ALVAREZ-JAVIER MIGUEL;2565;79;28018;13;A;443750;4471397;57
363;6_1787;20190912;1787;AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA;4598;79;28018;13;A;443974;4470368;57, 144
364;6_1790;20190912;1790;AV.PABLO NERUDA-VILLALOBOS;2088;79;28018;13;A;444817;4470522;10, 57, 144
365;6_3106;20190912;3106;AVDA.MEDITERRANEO-MORATALAZ;3350;79;28038;13;A;444986;4472600;145, E
366;6_3107;20190912;3107;AV.MEDITERRANEO-PIO FELIPE;3351;79;28038;13;A;445214;4472330;145, E
367;6_3108;20190912;3108;AV.MEDITERRANEO-AV.DEMOCRACIA;4283;79;28030;14;A;445708;4472047;145, E
368;6_3116;20190912;3116;LOPEZ ARANDA-GRAL.ARANAZ;4429;79;28027;15;A;445927;4477268;146
369;6_3117;20190912;3117;A.LOPEZ CASERO-PZA.JOSE BANUS;763;79;28027;15;A;444477;4476347;146
370;6_3122;20190912;3122;SAN BERNARDO-MINISTERIO JUSTICIA;1767;79;28004;1;A;440108;4475416;147
371;6_3123;20190912;3123;SAN BERNARDO-DAOIZ;1769;79;28015;1;A;440199;4475648;147
372;6_3133;20190912;3133;SAN BERNARDO-DAOIZ;1770;79;28015;1;A;440180;4475624;3, 147
373;6_3732;20190912;3732;PEÑA CERVERA-FUENTIDUEÑA;4698;79;28031;18;A;447418;4469265;142
374;6_2075;20190912;2075;HACIENDA PAVONES-FTE.CARRANTONA;2729;79;28030;14;A;446103;4472681;71
375;6_2076;20190912;2076;HACIENDA PAVONES-MERCADO;1053;79;28030;14;A;445848;4472820;71, 100
376;6_2077;20190912;2077;HACIENDA PAVONES-PZA.C.MACEDA Y TABOADA;842;79;28030;14;A;445575;4472881;71, 100
377;6_2080;20190912;2080;CNO. VINATEROS- ARROYO BELINCOSO;2727;79;28030;14;A;444947;4473659;71
378;6_2081;20190912;2081;ARROYO BELINCOSO-Cº VINATEROS;2721;79;28030;14;A;444771;4473762;71
379;6_2082;20190912;2082;DR.GARCIA TAPIA-ARROYO MEDIA LEGUA;2719;79;28030;14;A;444645;4473938;71
380;6_2084;20190912;2084;FELIX RGUEZ.DE LA FUENTE Nº 12;2715;79;28030;14;A;444315;4474222;71
381;6_2087;20190912;2087;MAR CASPIO-LIBERACION;2735;79;28033;16;A;445597;4480681;72
382;6_2090;20190912;2090;ZAPATOCA-AV.BUCARAMANGA;2741;79;28033;16;A;446416;4480597;72
383;6_2091;20190912;2091;ZIPAQUIRA-LURUACO;2740;79;28033;16;A;446287;4480694;72
384;6_2097;20190912;2097;CTRA.CANILLAS-GTA. PILAR MIRO;5545;79;28043;16;A;444350;4479554;73, N3
385;6_2098;20190912;2098;CTRA.CANILLAS-CARRIL DEL CONDE;2757;79;28043;16;A;444708;4479617;73, N3
386;6_2099;20190912;2099;CTRA.CANILLAS-MATAPOZUELOS;2759;79;28043;16;A;444897;4479552;73, N3
387;6_2107;20190912;2107;CTRA.CANILLAS-TORQUEMADA;2766;79;28043;16;A;445822;4479815;73, N3
388;6_1977;20190912;1977;FERMIN CABALLERO Nº 14;1377;79;28034;8;A;440727;4482206;67, 83
389;6_1978;20190912;1978;FERMIN CABALLERO-PATONES;1612;79;28034;8;A;440454;4482063;67, 124, 133, N23
390;6_1979;20190912;1979;FERMIN CABALLERO-GINZO DE LIMIA;1613;79;28034;8;A;440161;4481925;67, 124, 133
391;6_1982;20190912;1982;FERMIN CABALLERO-AV.BETANZOS;1360;79;28034;8;A;439569;4481675;67, 83, 124, 127, 133
392;6_1987;20190912;1987;ROSALIA DE CASTRO Nº 75;1629;79;28035;8;A;438029;4482024;67, 82
393;6_1992;20190912;1992;ROSALIA DE CASTRO-G.MISTRAL;1632;79;28035;8;A;437939;4481956;67, N20
394;6_2211;20190912;2211;DOMINGO PARRAGA-AV.REAL DE PINTO;2852;79;28021;17;A;440037;4466182;79, N14
395;6_2212;20190912;2212;SAN NORBERTO-SAN ERASMO;2858;79;28021;17;A;440120;4465892;79
396;6_2214;20190912;2214;RESINA-TRANSVERSAL SEXTA;2848;79;28021;17;A;440601;4465486;79, N14
397;6_2215;20190912;2215;RESINA-AV.ANDALUCIA;2846;79;28021;17;A;441160;4465494;79
398;6_2217;20190912;2217;AV.ANDALUCIA-ESCUELA DE LOGISTICA;2261;79;28021;17;A;441298;4465435;79
399;6_2219;20190912;2219;AV.ANDALUCIA-ROCAFORT;2844;79;28021;17;A;441285;4466047;79
400;6_2220;20190912;2220;HUMERA Nº 50;3435;79;28023;9;B1;433767;4478180;160
401;6_2222;20190912;2222;PAQUETE EXPRES-EST.CHAMARTIN;2787;79;28036;5;A;442649;4480804;T62
402;6_2223;20190912;2223;CORREOS-EST.CHAMARTIN;2792;79;28036;5;A;442689;4481086;T62
403;6_2227;20190912;2227;AV.POBLADOS-DR.TOLOSA LATOUR;5045;79;28041;12;A;440402;4469362;81, 121
404;6_2229;20190912;2229;HOSPITAL 12 DE OCTUBRE-GTA.MALAGA;3898;79;28041;12;A;441050;4469854;121
405;6_2231;20190912;2231;AV.POBLADOS-AV.ORCASUR;2874;79;28041;12;A;440724;4469389;81, 121
406;6_2241;20190912;2241;SAN MARTIN DE PORRES-ARTESA DE SEGRE;1709;79;28035;9;A;438419;4480272;82, 137
407;6_3847;20190912;3847;AV.LOGROÑO-LOS BREZOS;1311;79;28042;21;A;450149;4479427;105, 112, 115
408;6_3855;20190912;3855;SEVILLA;3691;79;28014;1;A;440703;4474501;15, 20, N25
409;6_3767;20190912;3767;CTRA.HUMERA A ARAVACA-PINILLA;4793;79;28023;9;B1;433979;4478953;160, 161, N28
410;6_3782;20190912;3782;AV.ROSALES-SILVINA;4865;79;28041;12;A;441533;4468892;23, N12
411;6_3786;20190912;3786;RIBERA DEL LOIRA Nº16;4893;79;28043;21;A;447163;4479938;104
412;6_3794;20190912;3794;MERCAMADRID-ZONA COMERCIAL Y PESCADO;4808;79;28053;18;A;443900;4468158;130, T32
413;6_3688;20190912;3688;PEDRO BOSCH-MENDEZ ALVARO;4802;79;28045;2;A;442478;4472137;8, 156
414;6_3692;20190912;3692;GOLONDRINA-BRUJULA;4584;79;28023;9;B1;433534;4478784;160, 161, N28
415;6_3705;20190912;3705;FRENTE N.20;4621;79;28026;12;A;439352;4469989;78
416;6_3649;20190912;3649;TAMPICO-TOBAGO;4432;79;28027;20;A;446191;4477589;146
417;6_3620;20190912;3620;Pº DE GINEBRA-NIZA;4451;79;28022;20;A;448714;4475306;38, N6
418;6_3623;20190912;3623;SOFIA-BUDAPEST;4450;79;28022;20;A;449122;4475592;38
419;6_3631;20190912;3631;ALBERIQUE-HELLIN;4442;79;28037;20;A;447715;4475809;38
420;6_3635;20190912;3635;SAN ROMUALDO-ALBASANZ;4531;79;28037;20;A;447361;4476841;105, N5
421;6_3639;20190912;3639;GANDHI-BARLOVENTO;4460;79;28017;15;A;446565;4475374;109
422;6_3647;20190912;3647;AV.CANILLEJAS-NECTAR;4426;79;28022;20;A;447923;4477068;140, 165
423;6_5424;20190912;5424;CTRA.FUENCARRAL A ALCOBENDAS;3882;79;28049;8;A;442828;4485251;175, N24, T61
424;6_2433;20190912;2433;CTRA. HUMERA A POZUELO;6447;115;28223;1;B1;433233;4475797;A, H
425;6_2435;20190912;2435;CANDILEJAS-AV.PABLO NERUDA;2572;79;28018;13;A;443750;4470560;57, 144
426;6_2439;20190912;2439;AV.PADRE PIQUER-CAMPAMENTO;4303;79;28024;10;A;434899;4472041;H
427;6_2440;20190912;2440;AV.PADRE PIQUER Nº 56;3208;79;28024;10;A;434996;4471693;131, H
428;6_2444;20190912;2444;PARQUE DE LA PALOMA-HENO;4616;79;28026;12;A;439465;4470208;78
429;6_2447;20190912;2447;AVDA. PADRE HUIDOBRO;4309;79;28023;9;A;434886;4479551;162
430;6_2448;20190912;2448;CTRA.HUMERA A ARAVACA-FUENTE DEL REY;3441;79;28023;9;B1;434052;4479120;160, 161
431;6_2456;20190912;2456;FTE.CARRANTONA-LUIS HOYOS SAINZ;1056;79;28030;14;A;446274;4472930;100, 140, E4, N8
432;6_2321;20190912;2321;ARROYO POZUELO-GTA.RIO ZANCARA;3600;79;28023;9;B1;434089;4478488;160
433;6_2322;20190912;2322;CTRA. CASTILLA-FUENTE DEL REY;3450;79;28023;9;B1;435020;4478818;161
434;6_2327;20190912;2327;Cº ZARZUELA-CEMENTERIO ARAVACA;3470;79;28023;9;A;433411;4479940;162
435;6_2332;20190912;2332;LASARTE-ZUMARRAGA;3483;79;28023;9;A;431126;4480571;162
436;6_2335;20190912;2335;AVDA. CASAQUEMADA;3491;79;28023;9;A;429206;4481126;162
437;6_2337;20190912;2337;GUECHO;3487;79;28023;9;A;430342;4481017;162
438;6_2338;20190912;2338;GUECHO-IBAIONDO;3485;79;28023;9;A;430956;4480781;162
439;6_2344;20190912;2344;Pº. ZARZUELA;3471;79;28023;9;A;433416;4479917;162
440;6_2345;20190912;2345;Pº. ZARZUELA;3469;79;28023;9;B1;433577;4479820;162
441;6_2349;20190912;2349;J.JOSE MTNEZ.SECO-DIAMANTE;1444;79;28021;17;A;441782;4467221;85, 123, N13
442;6_2351;20190912;2351;VICENTE CARBALLAL-POTASA;4981;79;28021;17;A;442228;4467403;85, 123
443;6_2246;20190912;2246;CANTALEJO-ARROYOFRESNO;1718;79;28035;8;A;437272;4480982;82
444;6_2250;20190912;2250;A.RGUEZ.CASTELAO-GABRIELA MISTRAL;1726;79;28035;8;A;437751;4481735;82, N20
445;6_2252;20190912;2252;GABRIELA MISTRAL-L.ALAS CLARIN;1725;79;28035;8;A;437648;4481606;82
446;6_2109;20190912;2109;CTRA.CANILLAS-MATAPOZUELOS;2760;79;28043;16;A;444897;4479573;73, N3
447;6_2111;20190912;2111;CTRA.CANILLAS-GTA PILAR MIRÓ;2756;79;28043;16;A;444369;4479592;73, N3
448;6_2115;20190912;2115;EVARISTO SAN MIGUEL-MARTIN DE LOS HEROS;2777;79;28008;9;A;439396;4475540;62, 74
449;6_2118;20190912;2118;AV.TOREROS-RAFAELA BONILLA;2779;79;28028;4;A;443549;4476171;74
450;6_2125;20190912;2125;PZA.BEATA MARIA ANA DE JESUS;2793;79;28045;2;A;441200;4471937;76
451;6_2126;20190912;2126;EDUARDO BARREIROS-AV.POBLADOS;2794;79;28041;12;A;441004;4469391;76
452;6_2129;20190912;2129;EDUARDO BARREIROS-CENTRO DE SALUD;2799;79;28041;12;A;440809;4468728;76, 116
453;6_2130;20190912;2130;EDUARDO BARREIROS-M40;2803;79;28041;17;A;440561;4468161;76, 116
454;6_2131;20190912;2131;EDUARDO BARREIROS-PEUGEOT;2795;79;28041;17;A;440506;4468137;76
455;6_2133;20190912;2133;AV.EDUARDO BARREIROS-JOSE PEREZ;2807;79;28041;17;A;440221;4467483;76
456;6_2134;20190912;2134;VILLALONSO-OLAS;2810;79;28021;17;A;439804;4466996;76
457;6_2136;20190912;2136;PEDRO LABORDE;2100;79;28018;13;A;444704;4470808;310
458;6_2137;20190912;2137;VILLALONSO-PUEBLA SANABRIA;2813;79;28021;17;A;439555;4466956;76, N14
459;6_2138;20190912;2138;VILLALONSO-OLAS;2811;79;28021;17;A;439773;4466967;76, N14
460;6_2141;20190912;2141;EDUARDO BARREIROS-ENTRADA PPAL.PEUGEOT;2806;79;28041;17;A;440348;4467799;76
461;6_2142;20190912;2142;EDUARDO BARREIROS-PEUGEOT;2796;79;28041;17;A;440501;4468106;76
462;6_2144;20190912;2144;SALVADOR MARTINEZ-EDUARDO BARREIROS;3630;79;28041;12;A;440904;4468952;116
463;6_2145;20190912;2145;AVDA. EDUARDO BARREIROS;2802;79;28041;12;A;440999;4469083;76, 78
464;6_2150;20190912;2150;ALCALA-SAN ROMUALDO;2949;79;28037;20;A;447185;4477166;77, 104, N5
465;6_5460;20190912;5460;CALLE DE VALMOJADO, S/N;3734;79;28047;10;A;435647;4471167;138
466;6_3450;20190912;3450;BRAILLE-MOLINS DE REY;2688;79;28034;8;A;441365;4483236;66, 137
467;6_3456;20190912;3456;PZA.DE LOS TRES OLIVOS;2683;79;28034;8;A;441592;4483743;66, 137
